ba_a,ba_b,evidence_source,evidence_method,mean_price_spread_usd_mwh,max_price_spread_usd_mwh,mean_congestion_component_spread_usd_mwh,max_congestion_component_spread_usd_mwh,mean_loss_component_spread_usd_mwh,hours_observed,notes
PJM,NYIS,NYISO DAM zonal LBMP 2025 settlement components (mis.nyiso.com; NYCA internal-zone mean vs PJM proxy bus),lmp_component_proxy,9.033384622570033,131.70545454545453,7.375951488858213,123.27454545454545,1.739273941608112,8759,"Uses NYISO hourly settlement congestion component, not only annual hub price level. Congestion component is 81.7% of mean absolute LBMP spread; NYCA LBMP above PJM proxy 97.9% of hours."
