ba_a,ba_b,evidence_source,evidence_method,mean_price_spread_usd_mwh,max_price_spread_usd_mwh,mean_congestion_component_spread_usd_mwh,max_congestion_component_spread_usd_mwh,mean_loss_component_spread_usd_mwh,hours_observed,notes
PJM,NYIS,NYISO DAM zonal LBMP 2023 settlement components (mis.nyiso.com; NYCA internal-zone mean vs PJM proxy bus),lmp_component_proxy,2.0138137396340388,144.1436363636364,1.5269431960892172,131.43454545454546,0.5193124993513165,8759,"Uses NYISO hourly settlement congestion component, not only annual hub price level. Congestion component is 75.8% of mean absolute LBMP spread; NYCA LBMP above PJM proxy 94.3% of hours."
